SN,BT,WH,RV,LA,LO,AD
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3917327,8.5430152,Langmauerstrasse 58 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3918665,8.5431372,Langmauerstrasse 60 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3921162,8.5433675,Langmauerstrasse 66 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3922498,8.5435028,Langmauerstrasse 68 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3923747,8.5436113,Langmauerstrasse 70 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3925976,8.5438146,Langmauerstrasse 74 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3927225,8.5439232,Langmauerstrasse 76 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3928653,8.5440454,Langmauerstrasse 78 <br>8006 Zürich
. Etappe (Oberstrasse),Baugenossenschaft Oberstrass,,Zürich,47.3930612,8.5442481,Langmauerstrasse 86 <br>8006 Zürich
. Etappe (Oberstrasse),Baugenossenschaft Oberstrass,,Zürich,47.393204,8.5443703,Langmauerstrasse 88 <br>8006 Zürich
. Etappe (Oberstrasse),Baugenossenschaft Oberstrass,,Zürich,47.393409,8.54456,Langmauerstrasse 90 <br>8006 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3940861,8.5452497,Milchbuckstrasse 81 <br>8057 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.393663,8.5452806,Milchbuckstrasse 82 <br>8057 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3940929,8.545475,Milchbuckstrasse 83 <br>8057 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3936877,8.5455196,Milchbuckstrasse 84 <br>8057 Zürich
6. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3891967,8.5419572,Riedtlistrasse 35 <br>8006 Zürich
6. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3890881,8.5421501,Riedtlistrasse 37 <br>8006 Zürich
6. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3890105,8.5423719,Röslistrasse 21 <br>8006 Zürich
5. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3892145,8.5426608,Röslistrasse 25 <br>8006 Zürich
5. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3893423,8.5428264,Röslistrasse 27 <br>8006 Zürich
5. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3894705,8.5429786,Röslistrasse 29 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3907368,8.5436834,Scheuchzerstrasse 126 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3908724,8.5436199,Scheuchzerstrasse 128 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3910985,8.5434921,Scheuchzerstrasse 132 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3912436,8.5433759,Scheuchzerstrasse 134 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3914526,8.5431551,Scheuchzerstrasse 138 <br>8006 Zürich
4. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.391562,8.5429984,Scheuchzerstrasse 140 <br>8006 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3949478,8.5426182,Scheuchzerstrasse 186 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.39482,8.5428142,Scheuchzerstrasse 188 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3947271,8.543117,Scheuchzerstrasse 190 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3949135,8.5433858,Scheuchzerstrasse 192 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.395202,8.5433123,Scheuchzerstrasse 194 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.395258,8.5431015,Scheuchzerstrasse 196 <br>8057 Zürich
9. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3952698,8.5428103,Scheuchzerstrasse 198 <br>8057 Zürich
5. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.389604,8.5427782,Werikonweg 5 <br>8006 Zürich
5. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3897284,8.542565,Werikonweg 7 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3913811,8.5449816,Winterthurerstrasse 89 <br>8006 Zürich
3. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3915432,8.5449584,Winterthurerstrasse 91 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3918044,8.5449241,Winterthurerstrasse 97 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3917728,8.5454136,Winterthurerstrasse 98 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3919664,8.5449142,Winterthurerstrasse 99 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3921196,8.5448909,Winterthurerstrasse 101 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.391935,8.5453772,Winterthurerstrasse 102 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3921781,8.5453558,Winterthurerstrasse 104 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3923402,8.5453326,Winterthurerstrasse 106 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3923987,8.544857,Winterthurerstrasse 107 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3925022,8.5453227,Winterthurerstrasse 108 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3925516,8.5448602,Winterthurerstrasse 109 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3927138,8.544837,Winterthurerstrasse 111 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3927634,8.5452884,Winterthurerstrasse 112 <br>8006 Zürich
7. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3929164,8.5452784,Winterthurerstrasse 114 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.392957,8.5448023,Winterthurerstrasse 117 <br>8006 Zürich
10. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3930964,8.5452689,Winterthurerstrasse 118 <br>8006 Zürich
1. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3931191,8.5447792,Winterthurerstrasse 119 <br>8006 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3933756,8.5452349,Winterthurerstrasse 122 <br>8006 Zürich
. Etappe (Oberstrasse),Baugenossenschaft Oberstrass,,Zürich,47.3933799,8.5447846,Winterthurerstrasse 123 <br>8006 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3935199,8.5451982,Winterthurerstrasse 124 <br>8006 Zürich
8. Etappe (Oberstrass),Baugenossenschaft Oberstrass,,Zürich,47.3942216,8.5451863,Winterthurerstrasse 138 <br>8057 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3731709,8.5139879,Aemtlerstrasse 73 <br>8003 Zürich
Birmensdorferstrasse 467,Baugenossenschaft Rotach Zürich,,Zürich,47.3681144,8.4985419,Birmensdorferstrasse 467 <br>8055 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3804342,8.513564,Bullingerstrasse 22 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3804833,8.5133867,Bullingerstrasse 24 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3805412,8.5131955,Bullingerstrasse 26 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3805838,8.5119404,Bullingerstrasse 33 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3806574,8.5117698,Bullingerstrasse 35 <br>8004 Zürich
Hammer/Fröbel,Baugenossenschaft Rotach Zürich,,Zürich,47.3598953,8.5675746,Fröbelstrasse 40 <br>8032 Zürich
Hammer/Fröbel,Baugenossenschaft Rotach Zürich,,Zürich,47.3597607,8.5675453,Fröbelstrasse 42 <br>8032 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3730393,8.5140531,Gertrudstrasse 54 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3729398,8.5138838,Gertrudstrasse 56 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3728398,8.5137267,Gertrudstrasse 58 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3727503,8.5135683,Gertrudstrasse 60 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3726594,8.5134362,Gertrudstrasse 62 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3723592,8.5134605,Gertrudstrasse 65 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3725514,8.5132255,Gertrudstrasse 66 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3723235,8.5128621,Gertrudstrasse 68 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3721322,8.5130418,Gertrudstrasse 69 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3722038,8.5126688,Gertrudstrasse 70 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3719396,8.5127117,Gertrudstrasse 71 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3721488,8.5125317,Gertrudstrasse 72 <br>8003 Zürich
Grimselstrasse,Baugenossenschaft Rotach Zürich,,Zürich,47.3848404,8.4882394,Grimselstrasse 39 <br>8048 Zürich
Grimselstrasse,Baugenossenschaft Rotach Zürich,,Zürich,47.3848781,8.4880414,Grimselstrasse 41 <br>8048 Zürich
Grimselstrasse,Baugenossenschaft Rotach Zürich,,Zürich,47.3849158,8.4878568,Grimselstrasse 43 <br>8048 Zürich
Grimselstrasse,Baugenossenschaft Rotach Zürich,,Zürich,47.384944,8.4877249,Grimselstrasse 45 <br>8048 Zürich
Hammer/Fröbel,Baugenossenschaft Rotach Zürich,,Zürich,47.3594392,8.5673002,Hammerstrasse 106 <br>8032 Zürich
Hammer/Fröbel,Baugenossenschaft Rotach Zürich,,Zürich,47.3591877,8.5672684,Hammerstrasse 108 <br>8032 Zürich
Hammer/Fröbel,Baugenossenschaft Rotach Zürich,,Zürich,47.3596901,8.5673981,Hammerstrasse 109 <br>8032 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3801113,8.5118458,Hardstrasse 55 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3802397,8.511956,Hardstrasse 57 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3803489,8.5120549,Hardstrasse 59 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3804832,8.5121238,Hardstrasse 61 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.3806638,8.5130148,Hardstrasse 70 <br>8004 Zürich
Hard/Bullinger,Baugenossenschaft Rotach Zürich,,Zürich,47.380762,8.5130962,Hardstrasse 72 <br>8004 Zürich
Hirzelstrasse 3,Baugenossenschaft Rotach Zürich,,Zürich,47.3803912,8.5137993,Hirzelstrasse 30 <br>8004 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3714088,8.5139022,Nussbaumstrasse 16 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3713083,8.5137249,Nussbaumstrasse 18 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3712081,8.5135473,Nussbaumstrasse 20 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3710304,8.5132138,Nussbaumstrasse 24 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3709897,8.5130256,Nussbaumstrasse 26 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3717223,8.5141123,Rotachstrasse 40 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3718546,8.5139701,Rotachstrasse 42 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.371562,8.5138509,Rotachstrasse 43 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3719773,8.5138389,Rotachstrasse 44 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3716894,8.5136945,Rotachstrasse 45 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.371916,8.5133846,Rotachstrasse 49 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3721101,8.5136967,Rotachstrasse 50 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.372027,8.513285,Rotachstrasse 51 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3722138,8.513567,Rotachstrasse 52 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3726541,8.5130831,Rotachstrasse 66 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3724685,8.5127859,Rotachstrasse 67 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3712762,8.5134136,Saumstrasse 14 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.371153,8.5130932,Saumstrasse 17 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3712526,8.512989,Saumstrasse 19 <br>8003 Zürich
Rotachquartier,Baugenossenschaft Rotach Zürich,,Zürich,47.3717836,8.5128123,Saumstrasse 22 <br>8003 Zürich
4. Et. (Schwellistr.),Baugenossenschaft Schönau,,Zürich,47.4257701,8.5373456,Köschenrütistrasse 74 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4265486,8.5368183,Köschenrütistrasse 96 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4266115,8.5368328,Köschenrütistrasse 98 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4266563,8.536847,Köschenrütistrasse 100 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267103,8.5368481,Köschenrütistrasse 102 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268626,8.5369043,Schönauring 2 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268799,8.5369842,Schönauring 4 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.426888,8.5370771,Schönauring 6 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268962,8.5371568,Schönauring 8 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267782,8.5372737,Schönauring 10 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267238,8.5373123,Schönauring 12 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4266786,8.5373379,Schönauring 14 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4266153,8.5373763,Schönauring 16 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4266485,8.5376686,Schönauring 18 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267113,8.5376832,Schönauring 20 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267653,8.5376843,Schönauring 22 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268192,8.5376854,Schönauring 24 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269717,8.5377283,Schönauring 26 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.426989,8.5378082,Schönauring 28 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269971,8.5379012,Schönauring 30 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4270053,8.5379809,Schönauring 32 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268782,8.5381108,Schönauring 34 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268239,8.5381362,Schönauring 36 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267696,8.5381748,Schönauring 38 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267153,8.5382135,Schönauring 40 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4267665,8.5385061,Schönauring 42 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268205,8.538494,Schönauring 44 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268744,8.5385083,Schönauring 46 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269283,8.5385095,Schönauring 48 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.427099,8.5385395,Schönauring 50 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4271162,8.5386194,Schönauring 52 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4271243,8.5387123,Schönauring 54 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4271415,8.5387922,Schönauring 56 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269964,8.5389218,Schönauring 58 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.426951,8.5389606,Schönauring 60 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268966,8.5390125,Schönauring 62 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.427265,8.5381055,Schönauring 63 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4268513,8.5390381,Schönauring 64 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.427418,8.5380954,Schönauring 65 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269389,8.5392917,Schönauring 66 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4275709,8.5380986,Schönauring 67 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4269928,8.5392928,Schönauring 68 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4270469,8.5392807,Schönauring 70 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.42711,8.5392687,Schönauring 72 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4273054,8.5376424,Schönauring 83 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4274675,8.5376193,Schönauring 85 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4276205,8.5376092,Schönauring 87 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4274271,8.5371412,Schönauring 95 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4276376,8.5395978,Schönauring 96 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.427571,8.5371442,Schönauring 97 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4276396,8.5393857,Schönauring 98 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.427834,8.5397476,Schönauring 100 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4278737,8.5393641,Schönauring 102 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4279044,8.538967,Schönauring 104 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4276795,8.5389757,Schönauring 106 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4277263,8.5387778,Schönauring 108 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4277642,8.5385798,Schönauring 110 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4279893,8.5385579,Schönauring 112 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.428092,8.5381624,Schönauring 114 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4278488,8.5381971,Schönauring 116 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4278959,8.5379727,Schönauring 118 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4281048,8.537765,Schönauring 120 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4279265,8.537589,Schönauring 122 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4279378,8.5373506,Schönauring 124 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4279307,8.5371516,Schönauring 126 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4272811,8.5392458,Schönauweg 4 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4273072,8.5393391,Schönauweg 6 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4273245,8.539419,Schönauweg 8 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4273597,8.5394992,Schönauweg 10 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4274559,8.5397796,Schönauweg 11 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4272233,8.5396555,Schönauweg 12 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4271778,8.5397076,Schönauweg 14 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4271413,8.5397598,Schönauweg 16 <br>8052 Zürich
1. Et. (Köschenrütistr.),Baugenossenschaft Schönau,,Zürich,47.4270958,8.5398119,Schönauweg 18 <br>8052 Zürich
4. Et. (Schwellistr.),Baugenossenschaft Schönau,,Zürich,47.4254979,8.5385329,Schwellistrasse 52 <br>8052 Zürich
4. Et. (Schwellistr.),Baugenossenschaft Schönau,,Zürich,47.4253453,8.5385033,Schwellistrasse 54 <br>8052 Zürich
