SN,BT,WH,RV,LA,LO,AD
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3872964,8.4762481,Eugen-Huber-Strasse 97 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3871532,8.4761659,Eugen-Huber-Strasse 99 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.387019,8.4760838,Eugen-Huber-Strasse 101 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3869166,8.4754725,Girhaldenstrasse 56 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3868516,8.4756964,Girhaldenstrasse 58 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.386787,8.4758806,Girhaldenstrasse 60 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3866573,8.4752953,Girhaldenstrasse 62 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3866014,8.4755061,Girhaldenstrasse 64 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3865368,8.4756903,Girhaldenstrasse 66 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3863981,8.4751048,Girhaldenstrasse 68 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3863422,8.4753289,Girhaldenstrasse 70 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3862867,8.4755,Girhaldenstrasse 72 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.386139,8.4749144,Girhaldenstrasse 74 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3860921,8.4751254,Girhaldenstrasse 76 <br>8048 Zürich
"Altstetten (Eugen-Huber-Str. 97-101, Girhaldenstr. 56-78)",Baugenossenschaft Zurlinden,,Zürich,47.3860274,8.4753228,Girhaldenstrasse 78 <br>8048 Zürich
"Albisrieden (Altstetterstr. 318-324, Diggelmannstr. 1-11, 6-12, Greblerweg 15-17, Bockhornstr. 5-11, 20-24)",Baugenossenschaft Zurlinden,,Zürich,47.3774077,8.4825841,Greblerweg 15 <br>8047 Zürich
"Albisrieden (Altstetterstr. 318-324, Diggelmannstr. 1-11, 6-12, Greblerweg 15-17, Bockhornstr. 5-11, 20-24)",Baugenossenschaft Zurlinden,,Zürich,47.3773378,8.4823576,Greblerweg 17 <br>8047 Zürich
Hardegg,Baugenossenschaft Zurlinden,,Zürich,47.396292,8.5038581,Hardeggstrasse 6 <br>8049 Zürich
Hardegg,Baugenossenschaft Zurlinden,,Zürich,47.3964205,8.5035825,Hardeggstrasse 8 <br>8049 Zürich
Hardegg,Baugenossenschaft Zurlinden,,Zürich,47.3965486,8.5033466,Hardeggstrasse 10 <br>8049 Zürich
Hardegg,Baugenossenschaft Zurlinden,,Zürich,47.3966675,8.5031371,Hardeggstrasse 12 <br>8049 Zürich
Hardegg,Baugenossenschaft Zurlinden,,Zürich,47.396841,8.5028491,Hardeggstrasse 14 <br>8049 Zürich
Hochhäuser,Baugenossenschaft Zurlinden,,Zürich,47.3267096,8.514816,Leimbachstrasse 215 <br>8041 Zürich
"Vista Verde (Siedlung 18, Zurlinden)",Baugenossenschaft Zurlinden,,Zürich,47.3246489,8.5161334,Leimbachstrasse 227 <br>8041 Zürich
"Vista Verde (Siedlung 18, Zurlinden)",Baugenossenschaft Zurlinden,,Zürich,47.3243423,8.5162066,Leimbachstrasse 229 <br>8041 Zürich
"Vista Verde (Siedlung 18, Zurlinden)",Baugenossenschaft Zurlinden,,Zürich,47.3240363,8.5162269,Leimbachstrasse 231 <br>8041 Zürich
Altstetten,Baugenossenschaft Zurlinden,,Zürich,47.3866532,8.4747522,Rautihalde 25 <br>8048 Zürich
Altstetten,Baugenossenschaft Zurlinden,,Zürich,47.3863141,8.474441,Rautistrasse 316 <br>8048 Zürich
"Buchegg, Rötel (Bucheggstr. 46-50, Rötelstr. 125-127)",Baugenossenschaft Zurlinden,,Zürich,47.3970342,8.5322622,Rötelstrasse 125 <br>8037 Zürich
"Buchegg, Rötel (Bucheggstr. 46-50, Rötelstr. 125-127)",Baugenossenschaft Zurlinden,,Zürich,47.3972147,8.5321996,Rötelstrasse 127 <br>8037 Zürich
Hochhäuser,Baugenossenschaft Zurlinden,,Zürich,47.3264641,8.5153631,Sihlweidstrasse 1 <br>8041 Zürich
Höngg (Tobeleggweg 5),Baugenossenschaft Zurlinden,,Zürich,47.3974739,8.5017178,Tobeleggweg 5 <br>8049 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3756307,8.4851315,Wydlerweg 2 <br>8047 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3757102,8.485292,Wydlerweg 4 <br>8047 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3757897,8.4854525,Wydlerweg 6 <br>8047 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3759312,8.4857201,Wydlerweg 8 <br>8047 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3760105,8.4858938,Wydlerweg 10 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3765322,8.4855416,Wydlerweg 11 <br>8047 Zürich
Albisriederdörfli,Baugenossenschaft Zurlinden,,Zürich,47.3760719,8.4860671,Wydlerweg 12 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3766406,8.4854225,Wydlerweg 13 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.376377,8.4858836,Wydlerweg 15 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3764749,8.4859644,Wydlerweg 17 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3766123,8.4859983,Wydlerweg 21 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3769143,8.4857294,Wydlerweg 23 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3770119,8.4858231,Wydlerweg 25 <br>8047 Zürich
"Bachwiesen, Albisrieden (Wydlerweg 11-17, 21-17)",Baugenossenschaft Zurlinden,,Zürich,47.3771443,8.4858498,Wydlerweg 27 <br>8047 Zürich
Wiedikon (Zurlindenstr. 294-302),Baugenossenschaft Zurlinden,,Zürich,47.3774056,8.5103271,Zurlindenstrasse 294 <br>8003 Zürich
Wiedikon (Zurlindenstr. 294-302),Baugenossenschaft Zurlinden,,Zürich,47.377488,8.5101698,Zurlindenstrasse 296 <br>8003 Zürich
Wiedikon (Zurlindenstr. 294-302),Baugenossenschaft Zurlinden,,Zürich,47.3775705,8.5099993,Zurlindenstrasse 298 <br>8003 Zürich
Wiedikon (Zurlindenstr. 294-302),Baugenossenschaft Zurlinden,,Zürich,47.377795,8.5100436,Zurlindenstrasse 300 <br>8003 Zürich
Wiedikon (Zurlindenstr. 294-302),Baugenossenschaft Zurlinden,,Zürich,47.3776612,8.5099217,Zurlindenstrasse 302 <br>8003 Zürich
Wohnkolonie 1917,Baugenossenschaft Berowisa,,Zürich,47.3736087,8.5135598,Aemtlerstrasse 83 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.373704,8.5134923,Bertastrasse 39 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3735954,8.5132588,Bertastrasse 41 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3735049,8.5131069,Bertastrasse 43 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3734233,8.5129556,Bertastrasse 45 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3733513,8.512818,Bertastrasse 47 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3732606,8.5126526,Bertastrasse 49 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3728825,8.5119878,Bertastrasse 57 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3727876,8.5118193,Bertastrasse 59 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3726926,8.5116512,Bertastrasse 61 <br>8003 Zürich
Wohnkolonie 1924,Baugenossenschaft Berowisa,,Zürich,47.372584,8.5126609,Rotachstrasse 69 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3728252,8.5123603,Rotachstrasse 71 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3729928,8.5126541,Rotachstrasse 72 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3729405,8.5122232,Rotachstrasse 73 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.3731086,8.5125036,Rotachstrasse 74 <br>8003 Zürich
Wohnkolonie 1924,Baugenossenschaft Berowisa,,Zürich,47.3722491,8.5120882,Saumstrasse 50 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3724542,8.511737,Saumstrasse 52 <br>8003 Zürich
Wohnkolonie 1911,Baugenossenschaft Berowisa,,Zürich,47.372537,8.5115401,Saumstrasse 54 <br>8003 Zürich
Wohnkolonie 1917,Baugenossenschaft Berowisa,,Zürich,47.3734907,8.5136048,Wiesendangerstrasse 2 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3734188,8.5134751,Wiesendangerstrasse 4 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3733197,8.5133059,Wiesendangerstrasse 6 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3732386,8.5131633,Wiesendangerstrasse 8 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3731497,8.5130335,Wiesendangerstrasse 10 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3730407,8.5128532,Wiesendangerstrasse 12 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3727232,8.5122768,Wiesendangerstrasse 18 <br>8003 Zürich
Wohnkolonie 1924,Baugenossenschaft Berowisa,,Zürich,47.3725418,8.5124457,Wiesendangerstrasse 19 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3726185,8.5120919,Wiesendangerstrasse 20 <br>8003 Zürich
Wohnkolonie 1924,Baugenossenschaft Berowisa,,Zürich,47.3724545,8.5123137,Wiesendangerstrasse 21 <br>8003 Zürich
Wohnkolonie 19,Baugenossenschaft Berowisa,,Zürich,47.3725227,8.5119073,Wiesendangerstrasse 22 <br>8003 Zürich
Wohnkolonie 1924,Baugenossenschaft Berowisa,,Zürich,47.3723759,8.5121818,Wiesendangerstrasse 23 <br>8003 Zürich
Ankerstrasse 06 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3725876,8.5240103,Ankerstrasse 6 <br>8004 Zürich
Ankerstrasse 11 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3728893,8.5238881,Ankerstrasse 11 <br>8004 Zürich
Ankerstrasse 12 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3728324,8.5242048,Ankerstrasse 12 <br>8004 Zürich
Ankerstrasse 14 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3729217,8.5242728,Ankerstrasse 14 <br>8004 Zürich
Ankerstrasse 16 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3730111,8.5243276,Ankerstrasse 16 <br>8004 Zürich
Ankerstrasse 20 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3731719,8.52445,Ankerstrasse 20 <br>8004 Zürich
Gartenhofstrasse 27 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3728805,8.5248281,Gartenhofstrasse 27 <br>8004 Zürich
Gartenhofstrasse 31 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3730263,8.5246325,Gartenhofstrasse 31 <br>8004 Zürich
Zweierstrasse 42 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3727628,8.5249052,Zweierstrasse 42 <br>8004 Zürich
Zweierstrasse 48 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3727022,8.5248356,Zweierstrasse 48 <br>8004 Zürich
Zweierstrasse 50 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3726246,8.5243065,Zweierstrasse 50 <br>8004 Zürich
Zweierstrasse 56 (Dreieck),Genossenschaft Das Dreieck,,Zürich,47.3726079,8.5241605,Zweierstrasse 56 <br>8004 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3885053,8.4907751,Baslerstrasse 120 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.388579,8.4905779,Baslerstrasse 122 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3886805,8.4903018,Baslerstrasse 124 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3889206,8.4896178,Baslerstrasse 130 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.389022,8.4893416,Baslerstrasse 132 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3899663,8.4905728,Eisenbahnerstrasse 1 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3900234,8.4902033,Eisenbahnerstrasse 2 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3898585,8.4905338,Eisenbahnerstrasse 3 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3897903,8.4901118,Eisenbahnerstrasse 4 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3896429,8.4904552,Eisenbahnerstrasse 5 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3895479,8.4900199,Eisenbahnerstrasse 6 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3894454,8.4903898,Eisenbahnerstrasse 7 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3893144,8.4899414,Eisenbahnerstrasse 8 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3892391,8.4903111,Eisenbahnerstrasse 9 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.389081,8.4898502,Eisenbahnerstrasse 10 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3890235,8.4902329,Eisenbahnerstrasse 11 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3889069,8.4901672,Eisenbahnerstrasse 13 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3888655,8.4897716,Eisenbahnerstrasse 14 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3887362,8.4901148,Eisenbahnerstrasse 15 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3899305,8.4913305,Hohlstrasse 539 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3899867,8.4911515,Hohlstrasse 541 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3900801,8.4908487,Hohlstrasse 543 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3901366,8.4906422,Hohlstrasse 545 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.390248,8.4902349,Hohlstrasse 547 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3903121,8.4900719,Hohlstrasse 549 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.390386,8.4897817,Hohlstrasse 551 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3897508,8.4913031,Luggwegstrasse 2 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3896165,8.4912342,Luggwegstrasse 4 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3894283,8.491151,Luggwegstrasse 6 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3893118,8.491109,Luggwegstrasse 8 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3891235,8.491039,Luggwegstrasse 10 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.389007,8.490997,Luggwegstrasse 12 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3888188,8.4909138,Luggwegstrasse 14 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3886843,8.4908714,Luggwegstrasse 16 <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3889175,8.4909422,Luggwegstrasse 12a <br>8048 Zürich
Etappe ,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.389518,8.4911793,Luggwegstrasse 4a <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3901707,8.4896646,Saumackerstrasse 1 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3899511,8.4895651,Saumackerstrasse 3 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3897278,8.4894817,Saumackerstrasse 5 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3895075,8.4893865,Saumackerstrasse 7 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3892959,8.4893046,Saumackerstrasse 9 <br>8048 Zürich
Etappe 1,Eisenbahner-Baugenossenschaft Zürich-Altstetten,,Zürich,47.3890936,8.4891832,Saumackerstrasse 11 <br>8048 Zürich
Entlisbergstrasse,Baugenossenschaft Entlisberg,,Zürich,47.338062,8.5246351,Entlisbergstrasse 20 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3381222,8.5243293,Im Bergdörfli 3 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380498,8.5243538,Im Bergdörfli 5 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380913,8.5240447,Im Bergdörfli 7 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380647,8.5239367,Im Bergdörfli 9 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3378996,8.5239634,Im Bergdörfli 11 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3378845,8.5236862,Im Bergdörfli 14 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3379075,8.5240691,Im Bergdörfli 15 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3378742,8.5235595,Im Bergdörfli 16 <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3382832,8.5238404,Im Bergdörfli 10a <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.338284,8.5237748,Im Bergdörfli 10b <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3382757,8.523709,Im Bergdörfli 10c <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380488,8.523738,Im Bergdörfli 12a <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380493,8.5236854,Im Bergdörfli 12b <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3380591,8.5236202,Im Bergdörfli 12c <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3382884,8.5246172,Im Bergdörfli 2a <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383154,8.5246177,Im Bergdörfli 2b <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383512,8.5246315,Im Bergdörfli 2c <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383102,8.5243846,Im Bergdörfli 4a <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383372,8.5243851,Im Bergdörfli 4b <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.338303,8.5242812,Im Bergdörfli 6a <br>8038 Zürich
Im Bergdörfli,Baugenossenschaft Entlisberg,,Zürich,47.3383301,8.5242685,Im Bergdörfli 6b <br>8038 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.378789,8.5066336,Brahmsstrasse 22 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3785528,8.5068938,Brahmsstrasse 24 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.37872,8.5072944,Brahmsstrasse 28 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3790541,8.5071554,Brahmsstrasse 32 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3791461,8.5069321,Brahmsstrasse 34 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3790395,8.5067843,Brahmsstrasse 36 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3789685,8.506677,Brahmsstrasse 38 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3787725,8.5064744,Brahmsstrasse 42 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3788273,8.5063828,Brahmsstrasse 44 <br>8003 Zürich
Brahmshof,Evangelischer Frauenbund Zürich (EFZ),,Zürich,47.3789714,8.5073392,Brahmsstrasse 30a <br>8003 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3544938,8.5094827,Adolf-Lüchinger-Strasse 1 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3546478,8.5093667,Adolf-Lüchinger-Strasse 5 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3545967,8.5090612,Adolf-Lüchinger-Strasse 15 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3545794,8.5089814,Adolf-Lüchinger-Strasse 17 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3545622,8.5089017,Adolf-Lüchinger-Strasse 19 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3545539,8.5088221,Adolf-Lüchinger-Strasse 21 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3545367,8.5087423,Adolf-Lüchinger-Strasse 23 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.354814,8.5089067,Adolf-Lüchinger-Strasse 25 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3548057,8.5088271,Adolf-Lüchinger-Strasse 27 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3547885,8.5087474,Adolf-Lüchinger-Strasse 29 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3547892,8.508668,Adolf-Lüchinger-Strasse 31 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3547721,8.508575,Adolf-Lüchinger-Strasse 33 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3549105,8.5091734,Adolf-Lüchinger-Strasse 39 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3551315,8.5095882,Adolf-Lüchinger-Strasse 40 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3550735,8.5090575,Adolf-Lüchinger-Strasse 43 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.3550493,8.5087526,Adolf-Lüchinger-Strasse 47 <br>8045 Zürich
16 Adolf-Lüchinger-Strasse,Familienheim-Genossenschaft Zürich,,Zürich,47.355041,8.508673,Adolf-Lüchinger-Strasse 49 <br>8045 Zürich
